Seq,1:Fx,1:Fy,1:Fz,1:Mx,1:My,1:Mz,1:COPx,1:COPy,2:Fx,2:Fy,2:Fz,2:Mx,2:My,2:Mz,2:COPx,2:COPy
83.000000,38.721912,-11.696693,325.865814,-2.661009,13.441167,-1.734432,-0.041248,-0.008166,-36.350327,9.512010,312.917206,45.876587,-37.828522,3.429259,0.120890,0.146609
84.000000,38.721912,-11.696693,325.865814,-2.661009,13.441167,-1.734432,-0.041248,-0.008166,-36.131187,9.507110,312.910828,45.877342,-37.816566,3.470850,0.120854,0.146615
85.000000,38.497475,-11.913675,325.509491,-2.720675,13.380479,-1.663065,-0.041106,-0.008358,-36.129566,9.509554,312.915039,45.878242,-37.914726,3.470996,0.121166,0.146616
86.000000,38.717361,-11.920033,325.854919,-2.787885,13.441952,-1.764202,-0.041251,-0.008556,-35.906857,9.508709,312.914093,45.738472,-37.807590,3.429732,0.120824,0.146169
87.000000,38.498634,-11.915952,325.865417,-2.789335,13.429893,-1.806521,-0.041213,-0.008560,-35.906605,9.725998,312.914520,45.727493,-37.805973,3.399650,0.120819,0.146134
88.000000,38.498497,-12.133367,325.882233,-2.780786,13.428123,-1.777528,-0.041205,-0.008533,-35.906612,9.727903,312.551147,45.798462,-37.952995,3.399568,0.121430,0.146531
89.000000,38.717632,-12.138476,326.235229,-2.709692,13.489574,-1.735146,-0.041349,-0.008306,-35.906612,9.727903,312.551147,45.798462,-37.952995,3.399568,0.121430,0.146531
90.000000,38.717632,-12.138476,326.235229,-2.709692,13.489574,-1.735146,-0.041349,-0.008306,-35.465206,9.722540,312.543976,45.799660,-37.931793,3.399658,0.121365,0.146538
91.000000,38.717632,-12.138476,326.235229,-2.709692,13.489574,-1.735146,-0.041349,-0.008306,-35.461285,9.945013,312.546143,45.789505,-37.933243,3.429941,0.121368,0.146505
92.000000,38.498905,-12.134395,326.245728,-2.711141,13.477516,-1.777464,-0.041311,-0.008310,-35.685959,9.726898,312.182800,45.868984,-37.992622,3.357840,0.121700,0.146930
93.000000,38.498940,-12.351029,326.256317,-2.843228,13.573944,-1.748206,-0.041605,-0.008715,-35.465206,9.724444,312.180664,45.870636,-38.078819,3.399577,0.121977,0.146936
94.000000,38.275047,-12.351624,326.246704,-2.841798,13.564423,-1.705766,-0.041577,-0.008711,-35.463535,9.940228,312.543762,45.790489,-38.125156,3.369632,0.121983,0.146509
95.000000,38.717667,-12.355111,326.245819,-2.841779,13.586002,-1.705888,-0.041643,-0.008711,-35.022362,9.937283,312.541626,45.931019,-38.105011,3.369576,0.121920,0.146960
96.000000,38.275047,-12.351624,326.246704,-2.841798,13.564423,-1.705766,-0.041577,-0.008711,-35.459591,10.382412,312.551392,45.908676,-38.126045,3.369686,0.121983,0.146884
97.000000,38.276009,-12.351270,326.616150,-2.912033,13.612823,-1.705798,-0.041678,-0.008916,-35.459591,10.382412,312.551392,45.908676,-38.126045,3.369686,0.121983,0.146884
98.000000,38.498940,-12.351029,326.256317,-2.843228,13.573944,-1.748206,-0.041605,-0.008715,-35.459591,10.382412,312.551392,45.908676,-38.126045,3.369686,0.121983,0.146884
99.000000,38.717529,-12.572534,326.262634,-2.833230,13.584232,-1.676897,-0.041636,-0.008684,-35.239273,10.378431,312.912750,45.979584,-38.163109,3.411268,0.121961,0.146941
100.000000,38.494598,-12.572774,326.622467,-2.902039,13.623107,-1.634488,-0.041709,-0.008885,-35.237862,10.378828,312.912140,45.981384,-38.358089,3.411325,0.122584,0.146947
101.000000,38.493637,-12.573129,326.253021,-2.831803,13.574707,-1.634456,-0.041608,-0.008680,-35.238297,10.377301,313.275635,46.050636,-38.308952,3.411170,0.122285,0.146997
102.000000,38.493637,-12.573129,326.253021,-2.831803,13.574707,-1.634456,-0.041608,-0.008680,-35.238297,10.377301,313.275635,46.050636,-38.308952,3.411170,0.122285,0.146997
103.000000,38.493637,-12.573129,326.253021,-2.831803,13.574707,-1.634456,-0.041608,-0.008680,-35.236679,10.379745,313.279877,46.051540,-38.407104,3.411316,0.122597,0.146998
104.000000,38.489494,-12.797490,326.605652,-2.889034,13.624885,-1.664163,-0.041717,-0.008846,-35.236679,10.379745,313.279877,46.051540,-38.407104,3.411316,0.122597,0.146998
105.000000,38.494598,-12.572774,326.622467,-2.902039,13.623107,-1.634488,-0.041709,-0.008885,-35.236679,10.379745,313.279877,46.051540,-38.407104,3.411316,0.122597,0.146998
106.000000,38.270767,-12.793408,326.616150,-2.890484,13.612830,-1.706481,-0.041678,-0.008850,-35.236679,10.379745,313.279877,46.051540,-38.407104,3.411316,0.122597,0.146998
